"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"POU2F21",4.21750986874935e-09,0.566924823094684,0.259,0.145,5.78389303400285e-05,"3","POU2F2"
"CD692",5.22818729882763e-09,0.669874860067796,0.468,0.345,7.16993606161222e-05,"3","CD69"
"RPSAP582",9.75204184587776e-09,0.346510418771908,0.82,0.723,0.000133739501874368,"3","RPSAP58"
"DRAM2",1.17568652180486e-08,0.516077106033733,0.253,0.148,0.000161233649600319,"3","DRAM2"
"SELL1",4.68369124808154e-08,0.857159544625969,0.573,0.458,0.000642321417761903,"3","SELL"
"EIF4A21",6.56009176685552e-08,0.392583233628649,0.701,0.632,0.000899650984906566,"3","EIF4A2"
"TSC22D31",7.22550531987093e-08,0.380211208078062,0.791,0.748,0.000990905799567099,"3","TSC22D3"
"ZFP36L1",3.16076835193339e-07,0.510266864387211,0.326,0.23,0.00433467771784146,"3","ZFP36L1"
"ATP6V1G1",3.46848471003742e-07,0.379140564230269,0.654,0.602,0.00475667993134532,"3","ATP6V1G1"
"SP100",4.3332337354077e-07,0.53593825760691,0.358,0.256,0.00594259674473812,"3","SP100"
"CD53",6.0096151077543e-07,0.537396309125656,0.608,0.539,0.00824158615877424,"3","CD53"
"DCK",9.9823201150782e-07,0.625731603892429,0.267,0.18,0.0136897538058182,"3","DCK"
"PAPOLA",1.0798079733499e-06,0.659797218791602,0.294,0.207,0.0148084865465205,"3","PAPOLA"
"BTG11",1.10334587411824e-06,0.294097917131916,0.913,0.876,0.0151312853176575,"3","BTG1"
"EZR",2.61968391513871e-06,0.626087327437535,0.273,0.186,0.0359263452122123,"3","EZR"
"CCNI1",3.13131343913109e-06,0.407308569815865,0.669,0.625,0.0429428325042437,"3","CCNI"
"ANAPC16",3.62409014858463e-06,0.581651907433003,0.535,0.474,0.0497007722976896,"3","ANAPC16"
"HERPUD1",3.90821886556494e-06,0.504656298568035,0.288,0.201,0.0535973135223576,"3","HERPUD1"
"PTPN6",9.61316151910845e-06,0.519177749488463,0.372,0.284,0.131834897073053,"3","PTPN6"
"ERP29",1.15235311525944e-05,0.402665573230443,0.599,0.558,0.15803370622668,"3","ERP29"
"UCP2",1.28479802599488e-05,0.542844107791001,0.593,0.557,0.176197201284938,"3","UCP2"
"SP110",1.36435894607697e-05,0.47706121190972,0.355,0.273,0.187108185864995,"3","SP110"
"CIRBP",2.66365951953405e-05,0.363902082315153,0.727,0.704,0.365294266508899,"3","CIRBP"
"TXNIP",2.71730008929037e-05,0.384215568869912,0.77,0.758,0.372650534245281,"3","TXNIP"
"RASGRP2",2.94145402732449e-05,0.96483477070466,0.308,0.233,0.403391005307281,"3","RASGRP2"
"RHOH2",4.27915664553584e-05,0.420730191214822,0.323,0.239,0.586843542368784,"3","RHOH"
"NBEAL11",4.93312247279278e-05,0.318525624328671,0.695,0.684,0.676528415918801,"3","NBEAL1"
"TAF7",5.54287193565689e-05,0.553482299770785,0.291,0.216,0.760149457255986,"3","TAF7"
"FAM65B",6.82875715885278e-05,0.507621091130252,0.358,0.294,0.93649575676507,"3","FAM65B"
"HNRNPA2B1",8.24080815226747e-05,0.320030309759221,0.654,0.634,1,"3","HNRNPA2B1"
"STK17A1",0.000107813388270249,0.615454695727715,0.375,0.31,1,"3","STK17A"
"RPL231",0.00011443451062421,0.27882667613577,0.846,0.86,1,"3","RPL23"
"LSM7",0.000158809183799,0.398816074969391,0.334,0.262,1,"3","LSM7"
"TSTD11",0.000388132041740072,0.513441216547151,0.279,0.218,1,"3","TSTD1"
"LSM10",0.0004086820711467,0.513755218115326,0.267,0.204,1,"3","LSM10"
"TCEA1",0.000701368626238928,0.386466303521747,0.273,0.212,1,"3","TCEA1"
"EIF4G2",0.000706266302913258,0.389175765308463,0.358,0.304,1,"3","EIF4G2"
"HNRNPDL",0.000716539148974434,0.461468074929844,0.602,0.606,1,"3","HNRNPDL"
"UQCRH",0.00100945481507116,0.559970599817047,0.491,0.45,1,"3","UQCRH"
"HMGB1",0.00159121752210506,0.507723426301879,0.64,0.633,1,"3","HMGB1"
"EVI2B",0.00179667171818563,0.340604400101341,0.366,0.321,1,"3","EVI2B"
"SEP15",0.00210009985897405,0.461985739280764,0.331,0.292,1,"3","SEP15"
"LSM2",0.00317135415491959,0.382220176717782,0.25,0.197,1,"3","LSM2"
"SPCS2",0.00709680229022717,0.392389674296579,0.331,0.301,1,"3","SPCS2"
"C11orf311",0.00830823164396532,0.283111056280497,0.474,0.442,1,"3","C11orf31"
"HNRNPK",0.00878413128578082,0.305961186824325,0.506,0.496,1,"3","HNRNPK"
"CCL5",5.61185541088886e-202,3.09967229021118,0.983,0.234,7.69609851049299e-198,"4","CCL5"
"NKG7",3.16067609359065e-181,2.33629657613652,0.966,0.216,4.33455119475022e-177,"4","NKG7"
"GZMA",7.64714952692804e-176,2.12637333199677,0.818,0.121,1.04873008612291e-171,"4","GZMA"
"CST7",4.89229359557422e-171,2.14162542844581,0.797,0.122,6.70929143697049e-167,"4","CST7"
"GZMK",7.25488509276528e-165,3.00445549173977,0.577,0.055,9.9493494162183e-161,"4","GZMK"
"CTSW",1.64724645701208e-111,1.8289952273597,0.818,0.235,2.25903379114637e-107,"4","CTSW"
"CD8A",2.65172979432793e-103,1.91483757158,0.491,0.072,3.63658223994133e-99,"4","CD8A"
"KLRG1",1.02166631404882e-100,1.72127766169693,0.478,0.07,1.40111318308656e-96,"4","KLRG1"
"GZMH",3.26938908406903e-88,2.6752751217673,0.419,0.061,4.48364018989227e-84,"4","GZMH"
"B2M1",1.28866834814092e-83,0.704529952887333,1,1,1.76727977264045e-79,"4","B2M"
"LYAR",6.15934830287092e-80,1.48942443778343,0.56,0.135,8.44693026255718e-76,"4","LYAR"
"IL321",4.57702819000214e-74,1.39599315263455,0.942,0.504,6.27693645976894e-70,"4","IL32"
"HLA-C",6.92436597963814e-68,0.875166721726723,0.997,0.98,9.49607550447574e-64,"4","HLA-C"
"PRF1",3.23455008858895e-59,0.897551774849901,0.488,0.115,4.43586199149088e-55,"4","PRF1"
"GZMM",1.44527771396672e-55,1.30395656289451,0.584,0.202,1.98205385693396e-51,"4","GZMM"
"HLA-A1",4.32846806912618e-53,0.726521724659043,0.993,0.962,5.93606110999965e-49,"4","HLA-A"
"CD3D2",5.39383967873494e-51,1.13895099304508,0.876,0.476,7.3971117354171e-47,"4","CD3D"
"PTPRCAP1",3.40316280140658e-42,1.05808716466641,0.893,0.611,4.66709746584899e-38,"4","PTPRCAP"
"HOPX",1.02646425048989e-41,1.29146486462631,0.412,0.116,1.40769307312183e-37,"4","HOPX"
"HCST",2.8757379464939e-41,1.11183407003759,0.787,0.51,3.94378701982173e-37,"4","HCST"
"CD8B",3.34568662251905e-41,1.41493285191653,0.371,0.097,4.58827463412263e-37,"4","CD8B"
"CCL4",3.76483513891902e-40,1.06607538454859,0.344,0.085,5.16309490951355e-36,"4","CCL4"
"SAMD3",2.93472180474386e-37,1.08487418071341,0.333,0.09,4.02467748302573e-33,"4","SAMD3"
"HLA-B",5.1979930768472e-34,0.578511178557138,0.979,0.944,7.12852770558825e-30,"4","HLA-B"
"MALAT11",1.37274051819175e-32,0.516099121183828,1,1,1.88257634664817e-28,"4","MALAT1"
"NCR3",4.10901414090318e-31,1.40145789927067,0.275,0.072,5.63510199283462e-27,"4","NCR3"
"APOBEC3G",7.48210050198092e-29,1.42705989938328,0.44,0.189,1.02609526284166e-24,"4","APOBEC3G"
"FGFBP2",2.12977419739126e-27,0.92249944194943,0.299,0.086,2.92077233430237e-23,"4","FGFBP2"
"C12orf75",1.2407819492394e-26,1.00265357195818,0.333,0.113,1.70160836518691e-22,"4","C12orf75"
"CD99",1.03428937386671e-24,0.774967070345388,0.722,0.48,1.41842444732081e-20,"4","CD99"
"LCK2",1.11830322143961e-24,0.807725198908214,0.608,0.331,1.53364103788228e-20,"4","LCK"
"MYL12A1",8.97268255539626e-22,0.4599854147755,0.948,0.865,1.23051368564704e-17,"4","MYL12A"
"GZMB",6.99352521880092e-21,0.33438997119405,0.296,0.099,9.59092048506358e-17,"4","GZMB"
"RARRES31",1.20864795718433e-20,0.814695290912062,0.67,0.447,1.6575398084826e-16,"4","RARRES3"
"DUSP21",2.66643819162183e-20,1.08150766331136,0.447,0.236,3.65675333599017e-16,"4","DUSP2"
"CD3E2",8.43658855178491e-20,0.712269003052715,0.722,0.456,1.15699375399178e-15,"4","CD3E"
"CD21",5.04982117756423e-19,0.835961420200649,0.502,0.296,6.92532476291159e-15,"4","CD2"
"CHST12",8.47379594238882e-19,0.772960159152582,0.268,0.098,1.1620963755392e-14,"4","CHST12"
"APMAP",7.00632488839145e-17,0.759114244507408,0.268,0.105,9.60847395194004e-13,"4","APMAP"
"HLA-E",7.10858067645174e-17,0.51118478292723,0.942,0.881,9.74870753968591e-13,"4","HLA-E"
"MT-CYB",3.83170648074817e-14,0.504521016361307,0.952,0.929,5.25480226769805e-10,"4","MT-CYB"
"ZAP70",1.00873522211246e-13,0.881965818882357,0.278,0.127,1.38337948360503e-09,"4","ZAP70"
"PFN11",1.69577269131277e-13,0.442589895260562,0.976,0.942,2.32558266886633e-09,"4","PFN1"
"SLC9A3R1",9.82416327928673e-13,0.693766886897943,0.296,0.148,1.34728575212138e-08,"4","SLC9A3R1"
"TPST2",2.65714769634989e-12,0.833570981347371,0.271,0.128,3.64401235077424e-08,"4","TPST2"
"LITAF",5.3409102772784e-12,0.975899287735955,0.45,0.295,7.32452435425959e-08,"4","LITAF"
"ID21",1.32308154760606e-11,0.647169843430717,0.536,0.369,1.81447403438695e-07,"4","ID2"
"CALM11",1.49748919363271e-11,0.573926932123478,0.77,0.666,2.0536566801479e-07,"4","CALM1"
"FYN",2.20487824553659e-11,0.681342794973641,0.289,0.151,3.02377002592889e-07,"4","FYN"
"CD247",2.33711960711981e-11,0.407284191830683,0.423,0.249,3.2051258292041e-07,"4","CD247"
"GNLY",2.36660007257332e-11,0.490925624373243,0.313,0.164,3.24555533952705e-07,"4","GNLY"
"UBC",7.40125292631443e-11,0.338422163630129,0.887,0.849,1.01500782631476e-06,"4","UBC"
"ARPC5L",7.76584520136344e-11,0.647558414016696,0.309,0.171,1.06500801091498e-06,"4","ARPC5L"
"MYL12B1",9.08384735511418e-11,0.496735350359889,0.763,0.694,1.24575882628036e-06,"4","MYL12B"
"CD531",1.73619341386398e-10,0.502553749459591,0.639,0.536,2.38101564777306e-06,"4","CD53"
"CTSC",3.31628001779902e-10,0.613256376053851,0.399,0.252,4.54794641640957e-06,"4","CTSC"
"MYO1F1",3.89677249041667e-10,0.633478121623076,0.361,0.222,5.34403379335742e-06,"4","MYO1F"
"YWHAQ1",4.05036218824524e-10,0.701039571862749,0.409,0.274,5.55466670495952e-06,"4","YWHAQ"
"DDX52",5.33745585228019e-10,0.362695611713197,0.883,0.805,7.31978695581705e-06,"4","DDX5"
"IL2RG1",8.29723742913443e-10,0.602986910856032,0.56,0.426,1.1378831410315e-05,"4","IL2RG"
"ANXA11",1.27269371549744e-09,0.597416534321115,0.701,0.58,1.74537216143319e-05,"4","ANXA1"
"CD3G2",2.40804655035697e-09,0.747504621609465,0.33,0.205,3.30239503915955e-05,"4","CD3G"
"BIN2",2.90260917292271e-09,0.629437162485082,0.478,0.356,3.9806382197462e-05,"4","BIN2"
"C9orf142",6.27610501988246e-09,1.07814240067861,0.354,0.228,8.60705042426681e-05,"4","C9orf142"
"LAT3",6.6008955711467e-09,0.584194899001342,0.337,0.205,9.05246818627059e-05,"4","LAT"
"GIMAP72",1.00014929926701e-08,0.338188873911938,0.656,0.526,0.000137160474901478,"4","GIMAP7"
"PLEK",1.00208419990299e-08,0.696210477895055,0.275,0.157,0.000137425827174696,"4","PLEK"
"MT-ND2",1.59678868931318e-08,0.444414904047234,0.918,0.89,0.00021898360085241,"4","MT-ND2"
"SUN2",1.89882271771498e-08,0.623402753989027,0.364,0.237,0.000260404547507432,"4","SUN2"
"SEPT7",2.37380376749424e-08,0.502499684356039,0.45,0.326,0.000325543448674161,"4","SEPT7"
"PIM11",2.46028258471518e-08,0.58732815269269,0.289,0.173,0.00033740315366784,"4","PIM1"
"ANXA6",2.80454886945912e-08,0.617225970046476,0.405,0.282,0.000384615831957624,"4","ANXA6"
"HSPA5",3.02471309168373e-08,0.667664668878183,0.302,0.187,0.000414809153393507,"4","HSPA5"
"ARL4C",4.15741870346393e-08,0.583895158199942,0.306,0.185,0.000570148400993044,"4","ARL4C"
"IFITM11",4.53075486199016e-08,0.491863009623152,0.588,0.463,0.000621347721773331,"4","IFITM1"
"HLA-F",6.07513675802889e-08,0.58364442364437,0.43,0.32,0.000833144254996082,"4","HLA-F"
"HSP90AA11",7.89874516676549e-08,0.383065232493394,0.615,0.527,0.00108323391217022,"4","HSP90AA1"
"RPS27A2",2.70635606086589e-07,0.257768582511015,1,0.971,0.00371149670187148,"4","RPS27A"
"STK17A2",3.59728627113313e-07,0.41577386793834,0.43,0.305,0.00493331839223197,"4","STK17A"
"TUBA4A1",3.64989295779836e-07,0.48092105320247,0.347,0.239,0.00500546320232467,"4","TUBA4A"
"PPP2R5C1",4.27302013990346e-07,0.523400743378881,0.344,0.231,0.0058600198198636,"4","PPP2R5C"
"PPP1R18",4.31817570121679e-07,0.515816328663943,0.378,0.273,0.00592194615664871,"4","PPP1R18"
"PTPRC",4.55199954453955e-07,0.414606734938975,0.54,0.445,0.00624261217538154,"4","PTPRC"
"RAP1B",4.83412236124986e-07,0.361027200931384,0.46,0.352,0.00662951540621805,"4","RAP1B"
"SH3BGRL31",5.72690464701844e-07,0.253156785285554,0.935,0.849,0.00785387703292109,"4","SH3BGRL3"
"HSP90B1",9.12477935744795e-07,0.437088793904539,0.34,0.235,0.0125137224108041,"4","HSP90B1"
"DHRS7",2.76936238165062e-06,0.488181015287599,0.405,0.309,0.0379790357019565,"4","DHRS7"
"MT-ND4",6.44778150307163e-06,0.271067995651075,0.959,0.958,0.0884248755331244,"4","MT-ND4"
"GIMAP41",8.14289773655753e-06,0.268636690984004,0.533,0.45,0.11167169955915,"4","GIMAP4"
"HNRNPK1",1.01588846092652e-05,0.408290137136999,0.557,0.49,0.139318943531463,"4","HNRNPK"
"TMBIM6",1.24803973345347e-05,0.282968259327605,0.57,0.51,0.171156169045809,"4","TMBIM6"
"PDIA31",1.59957376567612e-05,0.66003837024552,0.412,0.329,0.219365546224823,"4","PDIA3"
"RPA2",1.68629071753932e-05,0.421040684162039,0.261,0.172,0.231257909003343,"4","RPA2"
"ZFP36L22",2.22230202844831e-05,0.421495916217834,0.701,0.646,0.304766500181402,"4","ZFP36L2"
"CCND3",2.23704787138697e-05,0.439941017105847,0.488,0.404,0.306788745082009,"4","CCND3"
"CXCR42",3.09047488230719e-05,0.265880429383045,0.67,0.592,0.423827725359607,"4","CXCR4"
"GUK1",3.38480393247017e-05,0.456925502384471,0.543,0.473,0.464192011298959,"4","GUK1"
"XBP1",3.49609166976458e-05,0.449334729966776,0.368,0.276,0.479454011591514,"4","XBP1"
"BUB31",3.85580746915232e-05,0.425884364653825,0.289,0.205,0.528785436319549,"4","BUB3"
"CLIC11",3.90949995820614e-05,0.254831328583896,0.722,0.636,0.53614882426839,"4","CLIC1"
"ACTG11",3.94430864938087e-05,0.338901894352031,0.887,0.861,0.540922488176093,"4","ACTG1"
"UBB",4.53839838708392e-05,0.388991487704978,0.79,0.781,0.622395954804689,"4","UBB"
"SRSF71",5.03463408810087e-05,0.380722782565946,0.543,0.478,0.690449718842153,"4","SRSF7"
"TMEM50A",6.27446461939471e-05,1.03045478097146,0.333,0.258,0.860480077903791,"4","TMEM50A"
"IL7R2",6.61758300718939e-05,0.505560266726797,0.467,0.395,0.907535333605952,"4","IL7R"
"TERF2IP1",7.87466418179007e-05,0.332531504459021,0.306,0.22,1,"4","TERF2IP"
"PPIA",7.88615120565893e-05,0.347969684540352,0.77,0.739,1,"4","PPIA"
"ARL6IP51",9.39460307598434e-05,0.408061082864395,0.505,0.45,1,"4","ARL6IP5"
"CKLF1",0.000111868435576718,0.443132556307298,0.285,0.207,1,"4","CKLF"
"PSMB9",0.000134126693135842,0.27911732003609,0.629,0.581,1,"4","PSMB9"
"HSPA82",0.000174362557085751,0.303237784808045,0.704,0.671,1,"4","HSPA8"
"PPIB",0.000191985334301036,0.510747420434968,0.522,0.471,1,"4","PPIB"
"RASSF5",0.000236719100247909,0.354114061634565,0.251,0.175,1,"4","RASSF5"
"AES2",0.00025947364205138,0.253668443848778,0.564,0.484,1,"4","AES"
"ITGB21",0.000278772039548592,0.252288912016267,0.546,0.462,1,"4","ITGB2"
"BTN3A2",0.000399473329032074,0.372857363506192,0.282,0.208,1,"4","BTN3A2"
"CD71",0.000422237089018292,0.30217787692014,0.45,0.357,1,"4","CD7"
"CALR",0.000440398105979852,0.393652889233471,0.347,0.272,1,"4","CALR"
"TAP11",0.000440580937922111,0.414848579422954,0.296,0.225,1,"4","TAP1"
"BIN11",0.000458946259203593,0.348510925737712,0.316,0.242,1,"4","BIN1"
"SPOCK22",0.000472398165350992,0.416257443148731,0.275,0.201,1,"4","SPOCK2"
"TMED9",0.000587170751865089,0.490198801163696,0.313,0.246,1,"4","TMED9"
"SNRPB",0.000673647969641199,0.504916760399954,0.395,0.341,1,"4","SNRPB"
"KRTCAP2",0.000756162273560245,0.339139860653722,0.368,0.298,1,"4","KRTCAP2"
"CDC37",0.000799156104099442,0.771586444979175,0.285,0.219,1,"4","CDC37"
"SPCS21",0.000944550239091279,0.410042061417966,0.368,0.297,1,"4","SPCS2"
"HNRNPA3",0.00105312007656057,0.39627394725316,0.361,0.306,1,"4","HNRNPA3"
"CAP1",0.00114921013171862,0.472533375036505,0.46,0.408,1,"4","CAP1"
"MEAF6",0.00115378868932836,0.305710101690288,0.33,0.27,1,"4","MEAF6"
"CAPN2",0.00119872632792746,0.538113080074548,0.275,0.216,1,"4","CAPN2"
"SDHC",0.00125666404806029,0.37881960193753,0.271,0.209,1,"4","SDHC"
"DSTN1",0.00138578687019092,0.348120065950536,0.254,0.192,1,"4","DSTN"
"GIMAP52",0.0015026686824304,0.699275122570945,0.347,0.278,1,"4","GIMAP5"
"CIRBP1",0.0015685815162143,0.251393373832157,0.742,0.703,1,"4","CIRBP"
"WIPF1",0.00160714943881218,0.355204579215185,0.265,0.201,1,"4","WIPF1"
"HMGB11",0.00161602335833985,0.250438657515435,0.663,0.63,1,"4","HMGB1"
"CMPK1",0.00191056241438469,0.556583133686608,0.426,0.371,1,"4","CMPK1"
"LCP1",0.00198117878778602,0.329734786423097,0.433,0.381,1,"4","LCP1"
"OCIAD22",0.00209509621880328,0.251016825944769,0.285,0.219,1,"4","OCIAD2"
"KMT2E",0.00232300248013521,0.320454417714496,0.296,0.236,1,"4","KMT2E"
"HNRNPR",0.00240254422274566,0.360046632637974,0.261,0.2,1,"4","HNRNPR"
"IER21",0.00285705814382919,0.443642949778908,0.646,0.635,1,"4","IER2"
"IL10RA1",0.00359356179959642,0.457120323278286,0.261,0.206,1,"4","IL10RA"
"MT2A1",0.0042623770870098,0.276184977256558,0.378,0.31,1,"4","MT2A"
"XRCC5",0.00523627100342538,0.28452211385874,0.285,0.236,1,"4","XRCC5"
"MT-CO2",0.00532713176807636,0.263979369306123,0.893,0.913,1,"4","MT-CO2"
"C9orf16",0.00563092851587935,0.447534454764578,0.402,0.36,1,"4","C9orf16"
"DNAJB12",0.00578889054266455,0.345185224189723,0.333,0.287,1,"4","DNAJB1"
"TMEM591",0.00581732255762441,0.264340132065718,0.436,0.394,1,"4","TMEM59"
"C11orf58",0.00613688616733543,0.281980067009558,0.416,0.386,1,"4","C11orf58"
"PTGES3",0.00632453366168042,0.25067368550547,0.44,0.405,1,"4","PTGES3"
"MED10",0.00735018612256592,0.286988828976988,0.275,0.226,1,"4","MED10"
"CITED21",0.00943585762326724,0.466833964056598,0.275,0.223,1,"4","CITED2"
"P4HB",0.00994765900430239,0.310124718730595,0.282,0.232,1,"4","P4HB"
"ACAP12",0.00995579268271392,0.463328684213626,0.344,0.298,1,"4","ACAP1"
"CDKN1C",1.68906387587161e-212,1.61628808915608,0.506,0.01,2.31638219937032e-208,"5","CDKN1C"
"HES4",1.51641217514213e-207,1.76663252741726,0.586,0.02,2.07960765698992e-203,"5","HES4"
"RP11-290F20.31",8.42937573617358e-200,2.3782782229053,0.84,0.068,1.15600458845884e-195,"5","RP11-290F20.3"
"MS4A71",1.71032103767114e-186,2.71071579171054,0.809,0.073,2.3455342710622e-182,"5","MS4A7"
"FCGR3A",3.51119239356996e-184,3.31169655037583,0.975,0.134,4.81524924854185e-180,"5","FCGR3A"
"CKB",8.2306060704582e-168,1.35162260827191,0.37,0.005,1.12874531650264e-163,"5","CKB"
"LILRA3",8.89240060699569e-147,1.74852809995922,0.537,0.031,1.21950381924339e-142,"5","LILRA3"
"IFITM31",1.16253567988205e-142,2.67096102747025,0.975,0.177,1.59430143139024e-138,"5","IFITM3"
"MS4A4A",6.45997240983476e-140,1.28715713354188,0.383,0.011,8.85920616284739e-136,"5","MS4A4A"
"PILRA1",1.99041641759007e-132,1.88818211787248,0.716,0.079,2.72965707508302e-128,"5","PILRA"
"LRRC251",5.06971032509548e-129,1.83932906680144,0.66,0.067,6.95260073983594e-125,"5","LRRC25"
"LILRB1",2.72403638635063e-128,1.36274933904497,0.506,0.032,3.73574350024125e-124,"5","LILRB1"
"RHOC",6.14568952135269e-128,2.29491529434949,0.864,0.144,8.42819860958307e-124,"5","RHOC"
"SIGLEC10",1.45327044272619e-126,1.44746630856621,0.488,0.03,1.9930150851547e-122,"5","SIGLEC10"
"HMOX1",3.17009262700028e-126,1.69648847439326,0.531,0.039,4.34746502866818e-122,"5","HMOX1"
"LST11",2.02567213765582e-125,3.08565413543333,1,0.315,2.77800676958119e-121,"5","LST1"
"CTSL",1.32331036004864e-123,1.33707933981768,0.469,0.028,1.8147878277707e-119,"5","CTSL"
"HCK1",2.77942449150666e-123,1.97192590101184,0.778,0.109,3.81170274765224e-119,"5","HCK"
"CSF1R",5.78189413653663e-123,1.5093634799933,0.537,0.041,7.92928961884634e-119,"5","CSF1R"
"SERPINA11",7.93041046306381e-122,2.29294151362286,0.951,0.201,1.08757649090457e-117,"5","SERPINA1"
"FCER1G1",6.4207630917951e-120,2.74331585941211,1,0.316,8.8054345040878e-116,"5","FCER1G"
"CD681",2.33192657124876e-116,1.95412551288809,0.926,0.176,3.19800409981055e-112,"5","CD68"
"AIF11",1.36592772243918e-115,2.70225770989978,1,0.334,1.87323327855309e-111,"5","AIF1"
"CFD1",1.19068963781253e-111,2.07246946073178,0.938,0.184,1.6329117692961e-107,"5","CFD"
"IFI301",2.05568794196065e-111,2.0001054182981,0.796,0.124,2.81917044360483e-107,"5","IFI30"
"SPI11",3.13822301360031e-109,2.03818257459976,0.87,0.171,4.30375904085147e-105,"5","SPI1"
"LILRB2",2.24573835586891e-104,1.5430111966862,0.599,0.067,3.07980558123862e-100,"5","LILRB2"
"BATF3",6.73641024982651e-104,1.01630979742791,0.296,0.01,9.23831301661207e-100,"5","BATF3"
"LILRA51",3.7244675012405e-103,1.64968657503494,0.66,0.084,5.10773473120122e-99,"5","LILRA5"
"STXBP21",4.78921942681517e-94,1.98471057450675,0.883,0.203,6.56793552193433e-90,"5","STXBP2"
"WARS1",1.2214177387409e-92,1.67646118848622,0.673,0.101,1.67505228690927e-88,"5","WARS"
"CXCL16",1.65514632041048e-92,1.20281649507947,0.395,0.029,2.26986766381093e-88,"5","CXCL16"
"TPPP3",1.38635890541092e-91,1.13732470790278,0.364,0.023,1.90125260288054e-87,"5","TPPP3"
"C5AR11",5.67421609221289e-90,1.30736151119153,0.568,0.068,7.78161994886076e-86,"5","C5AR1"
"COTL11",8.86622421416861e-90,2.28284457942217,1,0.605,1.21591398873108e-85,"5","COTL1"
"CEBPB1",6.19670951296711e-89,2.1861451398933,0.926,0.285,8.4981674260831e-85,"5","CEBPB"
"MAFB1",1.45641326047382e-87,1.12720530359953,0.562,0.068,1.99732514541379e-83,"5","MAFB"
"TESC",1.77364531005456e-87,1.34493407727865,0.494,0.053,2.43237717820882e-83,"5","TESC"
"SLC31A2",4.82076013102273e-87,1.50107917150198,0.525,0.06,6.61119044368457e-83,"5","SLC31A2"
"TIMP11",8.64364892206254e-86,2.31035788052108,0.914,0.291,1.18539001317166e-81,"5","TIMP1"
"IFITM2",2.61951795006204e-82,2.11574848011707,1,0.69,3.59240691671508e-78,"5","IFITM2"
"BID1",2.74132302434016e-81,1.67397220876278,0.778,0.169,3.7594503955801e-77,"5","BID"
"ABI3",3.4846943220402e-81,1.83056015003141,0.735,0.141,4.77890979324594e-77,"5","ABI3"
"C19orf381",1.21206461647392e-80,1.26896547408181,0.556,0.075,1.66222541503233e-76,"5","C19orf38"
"SAT11",1.49649681467243e-80,2.14933168906139,0.994,0.565,2.05229573164177e-76,"5","SAT1"
"BRI31",3.45452555139267e-80,1.55772125558838,0.796,0.166,4.73753634117991e-76,"5","BRI3"
"FTH11",6.42397299515509e-80,2.11801575314586,1,0.989,8.80983656555569e-76,"5","FTH1"
"CAMK1",8.43032233670409e-80,1.19584557819617,0.407,0.038,1.1561344052556e-75,"5","CAMK1"
